Title1,Title2,Humanities,Tech,Medical,Farm,Social,Science,Religion,Arts
LEISURE SCIENCES,Leisure Sciences,1,0,1,0,3,0,0,0
Leisure Studies,Leisure Studies,1,1,1,0,3,0,0,0
Lengua y Habla,Lengua y Habla,1,0,0,0,0,0,0,0
Lengua y Migracion-Language and Migration,Lengua y Migracion,1,0,0,0,3,0,0,0
Lenguaje y Textos,,1,0,0,0,0,0,0,0
LEONARDO,Leonardo,3,3,0,0,1,0,0,0
LEONARDO MUSIC JOURNAL,Leonardo Music Journal,2,2,0,0,0,0,0,0
LEPROSY REVIEW,Leprosy Review,0,1,2,0,0,1,0,0
LETHAIA,Lethaia,0,0,0,1,0,2,0,0
Letras,,2,0,0,0,0,0,0,0
Letras de Hoje-Estudos e Debates em Linguistica Literatura e Lingua Portuguesa,,1,0,0,0,0,0,0,0
Letras Verdes,,0,2,0,0,0,0,0,0
LETTERE ITALIANE,Lettere Italiane,1,0,0,0,0,0,0,0
LETTERS IN APPLIED MICROBIOLOGY,Letters in Applied Microbiology,0,2,2,4,0,1,0,0
Letters in Drug Design & Discovery,Letters in Drug Design and Discovery,0,1,2,0,0,2,0,0
LETTERS IN MATHEMATICAL PHYSICS,Letters in Mathematical Physics,0,0,0,0,0,2,0,0
LETTERS IN ORGANIC CHEMISTRY,Letters in Organic Chemistry,0,3,1,0,0,2,0,0
Letters in Spatial and Resource Science,Letters in Spatial and Resource Sciences,0,2,0,0,3,0,0,0
Letters on Materials,Letters on Materials,0,4,1,0,0,2,0,0
LEUKEMIA,Leukemia,0,1,3,0,0,1,0,0
LEUKEMIA & LYMPHOMA,Leukemia and Lymphoma,0,1,3,1,0,1,0,0
LEUKEMIA RESEARCH,Leukemia Research,0,1,3,1,0,2,0,0
Leukos,LEUKOS - Journal of Illuminating Engineering Society of North America,0,3,0,0,0,1,0,0
Levant,Levant,2,1,0,0,0,0,1,0
Leviathan-A Journal of Melville Studies,Leviathan,1,0,0,0,0,0,0,0
Lex Humana,,0,0,0,0,2,0,0,0
Lex Localis-Journal of Local Self-Government,Lex Localis,0,0,0,0,5,0,0,0
Lexikos,Lexikos,1,0,0,0,0,0,0,0
LFE-Revista de Lenguas para Fines Especificos,,1,0,0,0,0,0,0,0
LGBT Health,LGBT Health,0,1,3,0,0,0,0,0
LIAS-Journal of Early Modern Intellectual Culture and its Sources,Lias,3,0,0,0,0,0,0,0
Liberabit-Revista de Psicologia,,0,0,0,0,1,0,0,0
LIBERTE,Liberte,3,0,0,0,1,0,0,0
LIBRARY,Library,3,0,0,0,1,0,0,0
Library & Information History,Library and Information History,1,0,0,0,1,0,0,0
LIBRARY & INFORMATION SCIENCE RESEARCH,Library and Information Science Research,1,1,0,0,1,0,0,0
LIBRARY AND INFORMATION SCIENCE,Library and Information Science,0,0,0,0,1,0,0,0
LIBRARY COLLECTIONS ACQUISITIONS & TECHNICAL SERVICES,"Library Collections, Acquisition and Technical Services",0,1,0,0,1,0,0,0
LIBRARY HI TECH,Library Hi Tech,0,1,0,0,1,0,0,0
LIBRARY JOURNAL,Library Journal,0,0,0,0,1,0,0,0
Library Management,Library Management,0,0,0,0,2,0,0,0
LIBRARY QUARTERLY,Library Quarterly,0,0,0,0,1,0,0,0
LIBRARY RESOURCES & TECHNICAL SERVICES,Library Resources and Technical Services,0,1,0,0,2,0,0,0
LIBRARY TRENDS,Library Trends,0,0,0,0,1,0,0,0
Libres-Library and Information Science Research Electronic Journal,Libres,0,0,0,0,1,0,0,0
LIBRI,Libri,0,0,0,0,1,0,0,0
Libri & Liberi,Libri et Liberi,2,0,0,0,0,0,0,0
Libros de la Corte,,3,0,0,0,0,0,0,0
Libyan Journal of Medicine,Libyan Journal of Medicine,0,1,3,0,0,0,0,0
LICHENOLOGIST,Lichenologist,0,1,1,2,0,1,0,0
LIED UND POPULARE KULTUR-SONG AND POPULAR CULTURE,,3,0,0,0,1,0,0,0
LIFE SCIENCES,Life Sciences,0,1,3,3,0,2,0,0
Life Sciences in Space Research,Life Sciences in Space Research,0,5,2,1,3,2,0,0
Life Span and Disability,Life Span and Disability,0,1,3,0,3,0,0,0
Life Writing,Life Writing,2,0,0,0,1,0,0,0
LIFETIME DATA ANALYSIS,Lifetime Data Analysis,0,3,2,1,2,0,0,0
Light & Engineering,Light and Engineering,0,2,0,0,0,0,0,0
Lighting Research & Technology,Lighting Research and Technology,0,3,0,0,0,1,0,0
Light-Science & Applications,Light: Science and Applications,0,3,0,0,0,2,0,0
LILI-ZEITSCHRIFT FUR LITERATURWISSENSCHAFT UND LINGUISTIK,Lili - Zeitschrift fur Literaturwissenschaft und Linguistik,2,0,0,0,0,0,0,0
Limite-Revista de Estudios Portugueses y de la Lusofonia,,1,0,0,0,0,0,0,0
Limite-Revista de Filosofia y Psicologia,,1,0,0,0,0,0,0,0
LIMNETICA,Limnetica,0,1,0,0,0,2,0,0
LIMNOLOGICA,Limnologica,0,1,0,1,0,1,0,0
LIMNOLOGY,Limnology,0,1,0,1,0,2,0,0
LIMNOLOGY AND OCEANOGRAPHY,Limnology and Oceanography,0,2,0,0,0,2,0,0
LIMNOLOGY AND OCEANOGRAPHY-METHODS,Limnology and Oceanography: Methods,0,1,0,0,0,2,0,0
Linacre Quarterly,Linacre Quarterly,1,0,1,0,0,0,0,0
LINEAR & MULTILINEAR ALGEBRA,Linear and Multilinear Algebra,0,0,0,0,0,1,0,0
LINEAR ALGEBRA AND ITS APPLICATIONS,Linear Algebra and Its Applications,0,1,0,0,0,1,0,0
LINGUA,Lingua,1,0,0,0,0,0,0,0
LINGUA E STILE,Lingua e Stile,1,0,0,0,0,0,0,0
Lingua Montenegrina,,1,0,0,0,0,0,0,0
LINGUA NOSTRA,Lingua Nostra,1,0,0,0,0,0,0,0
Linguae &-Rivista di Lingue e Culture Moderne,,2,0,0,0,0,0,0,0
Linguagem-Estudos e Pesquisas,,1,0,0,0,0,0,0,0
Linguamatica,Linguamatica,1,0,0,0,0,0,0,0
Linguas & Letras,,2,0,0,0,0,0,0,0
Linguas e Instrumentos Linguisticos,,1,0,0,0,0,0,0,0
Lingue Antiche e Moderne,,1,0,0,0,0,0,0,0
Lingue e Linguaggio,Lingue e Linguaggio,1,0,0,0,0,0,0,0
Linguistic Approaches to Bilingualism,Linguistic Approaches to Bilingualism,1,0,0,0,1,0,0,0
LINGUISTIC INQUIRY,Linguistic Inquiry,1,0,0,0,0,0,0,0
Linguistic Research,Linguistic Research,1,0,0,0,0,0,0,0
LINGUISTIC REVIEW,Linguistic Review,1,1,0,0,0,0,0,0
Linguistic Typology,Linguistic Typology,1,0,0,0,0,0,0,0
Linguistic Variation,Linguistic Variation,1,0,0,0,0,0,0,0
Linguistica Antverpiensia New Series-Themes in Translation Studies,Linguistica Antverpiensia,1,0,0,0,0,0,0,0
Linguistica e Filologia,,2,0,0,0,0,0,0,0
Linguistica Pragensia,Linguistica Pragensia,1,0,0,0,0,0,0,0
Linguistica y Literatura,,2,0,0,0,0,0,0,0
Linguisticae Investigationes,Lingvisticae Investigationes,1,0,0,0,0,0,0,0
LINGUISTICS,Linguistics,1,1,0,0,0,0,0,0
Linguistics and Education,Linguistics and Education,1,0,0,0,1,0,0,0
LINGUISTICS AND PHILOSOPHY,Linguistics and Philosophy,2,0,0,0,0,0,0,0
Linguistics and the Human Sciences,,1,0,0,0,1,0,0,0
Linguistics of the Tibeto-Burman Area,Linguistics of the Tibeto-Burman Area,1,0,0,0,0,0,0,0
Linguistics Vanguard,Linguistics Vanguard,1,0,0,0,0,0,0,0
LINGUISTIQUE,La Linguistique,1,0,0,0,0,0,0,0
Linha d Agua,,2,0,0,0,0,0,0,0
Lino - Revista Anual de Historia del Arte,Lino,2,1,0,0,0,0,0,0
LION AND THE UNICORN,Lion and the Unicorn,1,0,0,0,0,0,0,0
LIPIDS,Lipids,0,2,3,2,0,2,0,0
Lipids in Health and Disease,Lipids in Health and Disease,0,1,3,1,0,2,0,0
LIQUID CRYSTALS,Liquid Crystals,0,3,1,0,0,2,0,0
Liquid Crystals and their Application,Zhidkie Kristally i Ikh Prakticheskoe Ispol'zovanie,0,3,1,0,0,1,0,0
Liquid Crystals Reviews,Liquid Crystals Reviews,0,3,1,0,0,2,0,0
Liquid Crystals Today,Liquid Crystals Today,0,3,1,0,0,2,0,0
LISTY CUKROVARNICKE A REPARSKE,Listy Cukrovarnicke a Reparske,0,0,0,2,0,0,0,0
Listy Filologicke,Listy Filologicke,3,0,0,0,0,0,0,0
Literacy,Literacy,2,0,0,0,2,0,0,0
Literacy and Numeracy Studies,,1,0,0,0,1,0,0,0
Literacy Research and Instruction,Literacy Research and Instruction,2,0,0,0,2,1,0,0
Literary Imagination,Literary Imagination,1,0,0,0,0,0,0,0
Literary Journalism Studies,,1,0,0,0,0,0,0,0
LITERARY REVIEW,Literary Review,1,0,0,0,0,0,0,0
Literary Voice,,1,0,0,0,0,0,0,0
Literator-Journal of Literary Criticism Comparative Linguistics and Literary Studies,Literator,2,0,0,0,0,0,0,0
LITERATUR UND KRITIK,Literatur und Kritik,1,0,0,0,0,0,0,0
Literatura e Autoritarismo,,1,0,0,0,0,0,0,0
Literatura e Sociedade,,1,0,0,0,0,0,0,0
Literatura-Teoria Historia Critica,,1,0,0,0,0,0,0,0
LITERATURE & HISTORY-THIRD SERIES,Literature and History,2,0,0,0,0,0,0,0
Literature and Aesthetics,,2,0,0,0,0,0,0,0
LITERATURE AND MEDICINE,Literature and medicine,1,0,1,0,1,0,0,0
Literature and Theology,Literature and Theology,2,0,0,0,0,0,1,0
Literature Compass,,1,0,0,0,0,0,0,0
Lithic Technology,Lithic Technology,2,0,0,0,0,0,0,0
LITHOLOGY AND MINERAL RESOURCES,Lithology and Mineral Resources,0,1,0,0,0,1,0,0
LITHOS,Lithos,0,1,0,1,0,1,0,0
Lithosphere,Lithosphere,0,1,0,0,0,1,0,0
Lithuanian Journal of Physics,Lithuanian Journal of Physics,0,1,0,0,0,2,0,0
Lithuanian Mathematical Journal,Lithuanian Mathematical Journal,0,0,0,0,0,1,0,0
LIT-Literature Interpretation Theory,LIT Literature Interpretation Theory,1,0,0,0,0,0,0,0
LITTERATURE,Litterature,1,0,0,0,0,0,0,0
LITTERATURES,,1,0,0,0,0,0,0,0
Liturgy,Liturgy,0,0,0,0,1,0,1,0
Liver Cancer,Liver Cancer,0,1,3,0,0,1,0,0
LIVER INTERNATIONAL,Liver International,0,1,2,0,0,0,0,0
LIVER TRANSPLANTATION,Liver Transplantation,0,1,1,0,0,0,0,0
Liverpool Law Review,Liverpool Law Review,0,0,0,0,2,0,0,0
Livestock Science,Livestock Science,0,0,0,4,0,0,0,0
Living Reviews in Relativity,Living Reviews in Relativity,0,0,0,0,0,2,0,0
Living Reviews in Solar Physics,Living Reviews in Solar Physics,0,0,0,0,0,2,0,0
Ljetopis Socijalnog Rada,Ljetopis Socijalnog Rada,0,1,0,0,1,0,0,0
Llengua & Literatura,,2,0,0,0,0,0,0,0
Llengua Societat i Comunicacio,,1,0,0,0,0,0,0,0
LMS Journal of Computation and Mathematics,LMS Journal of Computation and Mathematics,0,1,0,0,0,1,0,0
Lobachevskii Journal of Mathematics,Lobachevskii Journal of Mathematics,0,0,0,0,0,1,0,0
Local and Regional Anesthesia,Local and Regional Anesthesia,0,1,3,0,0,0,0,0
Local Economy,Local Economy,0,0,0,0,3,0,0,0
Local Environment,Local Environment,0,2,0,1,3,0,0,0
LOCAL GOVERNMENT STUDIES,Local Government Studies,0,1,0,0,5,0,0,0
Locale-The Australian-Pacific Journal of Regional Food Studies,,0,0,0,1,0,0,0,0
LogForum,,0,1,0,0,2,0,0,0
Loggia Arquitectura & Restauracion,,0,1,0,0,0,0,0,0
Logic and Logical Philosophy,Logic and Logical Philosophy,1,0,0,0,0,0,0,0
LOGIC JOURNAL OF THE IGPL,Logic Journal of the IGPL,1,1,0,0,0,2,0,0
Logica Universalis,Logica Universalis,1,0,0,0,0,1,0,0
Logical Methods in Computer Science,Logical Methods in Computer Science,1,2,0,0,0,2,0,0
Logique et Analyse,Logique et Analyse,1,0,0,0,0,0,0,0
Logopedics Phoniatrics Vocology,Logopedics Phoniatrics Vocology,0,1,2,0,1,0,0,0
Logos,Logos (Russian Federation),3,0,0,0,0,0,0,0
Logos & Pneuma-Chinese Journal of Theology,Logos and Pneuma - Chinese Journal of Theology,0,0,0,0,0,0,1,0
Logos Ciencia & Tecnologia,,0,0,0,0,1,0,0,0
LOGOS-A JOURNAL OF CATHOLIC THOUGHT AND CULTURE,Logos - Journal of Catholic Thought and Culture,1,0,0,0,2,0,1,0
Logos-Anales del Seminario de Metafisica,Logos (Spain),1,0,0,0,0,0,0,0
Logos-Journal of the World Publishing Community,Logos (Netherlands),2,0,0,0,1,0,0,0
Logos-Revista de Linguistica Filosofia y Literatura,,3,0,0,0,0,0,0,0
Logos-Vilnius,Logos (Lithuania),2,0,0,0,0,0,0,0
LOISIR & SOCIETE-SOCIETY AND LEISURE,Loisir et Societe,1,1,0,0,3,0,0,0
London Journal,London Journal,3,0,0,0,3,0,0,0
London Journal of Primary Care,London Journal of Primary Care,0,0,3,0,1,0,0,0
London Review of Education,London Review of Education,0,0,0,0,2,0,0,0
London Review of International Law,,0,0,0,0,2,0,0,0
LONG RANGE PLANNING,Long Range Planning,0,1,0,0,3,0,0,0
Longitudinal and Life Course Studies,Longitudinal and Life Course Studies,0,0,3,0,4,0,0,0
Loquens,Loquens,1,1,1,0,0,0,0,0
LOTUS INTERNATIONAL,,0,1,0,0,0,0,0,0
Louvain Studies,Louvain Studies,2,0,0,0,1,0,1,0
LOW TEMPERATURE PHYSICS,Low Temperature Physics,0,1,0,0,0,2,0,0
Lubricants,Lubricants,0,4,0,0,0,0,0,0
Lubrication Science,Lubrication Science,0,4,0,0,0,1,0,0
Lucentum,Lucentum,2,1,0,0,0,0,0,0
Lumen-Eighteenth-Century Studies-d Etude du Dix-Huitieme,,1,1,0,0,0,0,0,0
LUMINESCENCE,Luminescence,0,1,1,2,0,3,0,0
LUNG,Lung,0,1,2,0,0,0,0,0
LUNG CANCER,Lung Cancer,0,1,2,0,0,1,0,0
Lung Cancer Management,,0,1,1,0,0,0,0,0
Lung Cancer-Targets and Therapy,Lung Cancer: Targets and Therapy,0,1,3,0,0,1,0,0
Lung India,Lung India,0,1,1,0,0,0,0,0
LUPUS,Lupus,0,1,2,0,0,0,0,0
Lupus Science & Medicine,Lupus Science and Medicine,0,1,3,1,0,1,0,0
Luso-Brazilian Review,Luso-Brazilian Review,4,0,0,0,1,0,0,0
LUTS-Lower Urinary Tract Symptoms,LUTS: Lower Urinary Tract Symptoms,0,1,2,0,0,0,0,0
Luxury-History Culture Consumption,,3,0,0,0,2,0,0,0
Luz,,0,0,0,0,2,0,0,0
LWT-FOOD SCIENCE AND TECHNOLOGY,LWT - Food Science and Technology,0,1,1,2,0,1,0,0
Lymphatic Research and Biology,Lymphatic Research and Biology,0,1,3,0,0,1,0,0
LYMPHOLOGY,Lymphology,0,1,2,0,0,1,0,0
M S-MEDECINE SCIENCES,Medecine/sciences,0,1,2,1,0,2,0,0
M&SOM-Manufacturing & Service Operations Management,Manufacturing and Service Operations Management,0,2,0,0,2,0,0,0
M+A-Revista Electronica de Medio Ambiente,,0,1,0,0,0,0,0,0
mAbs,mAbs,0,1,2,1,0,1,0,0
Macedonian Journal of Chemistry and Chemical Engineering,Macedonian Journal of Chemistry and Chemical Engineering,0,2,1,0,0,0,0,0
MACHINE LEARNING,Machine Learning,0,3,0,0,2,1,0,0
MACHINE TRANSLATION,Machine Translation,1,2,0,0,0,1,0,0
MACHINE VISION AND APPLICATIONS,Machine Vision and Applications,0,5,0,0,0,1,0,0
Machines,Machines,0,4,0,0,1,0,0,0
MACHINING SCIENCE AND TECHNOLOGY,Machining Science and Technology,0,4,1,0,0,1,0,0
Macquarie Law Journal,,0,0,0,0,1,0,0,0
MACROECONOMIC DYNAMICS,Macroeconomic Dynamics,0,0,0,0,2,0,0,0
Macroeconomics and Finance in Emerging Market Economies,Macroeconomics and Finance in Emerging Market Economies,0,0,0,0,2,0,0,0
Macroheterocycles,Macroheterocycles,0,1,1,1,0,1,0,0
MACROMOLECULAR BIOSCIENCE,Macromolecular Bioscience,0,3,2,1,0,2,0,0
MACROMOLECULAR CHEMISTRY AND PHYSICS,Macromolecular Chemistry and Physics,0,3,1,1,0,2,0,0
MACROMOLECULAR MATERIALS AND ENGINEERING,Macromolecular Materials and Engineering,0,4,1,0,0,1,0,0
MACROMOLECULAR RAPID COMMUNICATIONS,Macromolecular Rapid Communications,0,3,1,1,0,1,0,0
Macromolecular Reaction Engineering,Macromolecular Reaction Engineering,0,3,1,0,0,1,0,0
MACROMOLECULAR RESEARCH,Macromolecular Research,0,3,1,1,0,1,0,0
MACROMOLECULAR THEORY AND SIMULATIONS,Macromolecular Theory and Simulations,0,4,1,0,0,1,0,0
MACROMOLECULES,Macromolecules,0,3,1,2,0,1,0,0
Madera y Bosques,Madera Bosques,0,0,0,2,0,0,0,0
Maderas-Ciencia y Tecnologia,Maderas: Ciencia y Tecnologia,0,5,1,1,0,1,0,0
Madrygal-Revista de Estudios Gallegos,,1,0,0,0,0,0,0,0
Maejo International Journal of Science and Technology,Maejo International Journal of Science and Technology,0,6,2,1,2,4,0,0
Magallania,Magallania,1,0,0,0,1,0,0,0
Magallanica-Revista de Historia Moderna,,1,0,0,0,0,0,0,0
MAGAZINE ANTIQUES,Magazine Antiques,3,1,0,0,0,0,0,0
Magazine of Civil Engineering,Magazine of Civil Engineering,0,3,0,0,0,0,0,0
MAGAZINE OF CONCRETE RESEARCH,Magazine of Concrete Research,0,4,1,0,0,1,0,0
Magic Ritual and Witchcraft,"Magic, Ritual, and Witchcraft",1,0,0,0,1,0,0,0
Magis-Revista Internacional de Investigacion en Educacion,Magis,1,0,0,0,1,0,0,0
MAGNESIUM RESEARCH,Magnesium Research,0,1,2,0,0,2,0,0
MAGNETIC RESONANCE IMAGING,Magnetic Resonance Imaging,0,4,3,1,0,2,0,0
Magnetic Resonance Imaging Clinics of North America,Magnetic Resonance Imaging Clinics of North America,0,1,2,0,0,0,0,0
MAGNETIC RESONANCE IN CHEMISTRY,Magnetic Resonance in Chemistry,0,3,2,1,0,1,0,0
Magnetic Resonance in Medical Sciences,Magnetic Resonance in Medical Sciences,0,1,2,0,0,0,0,0
MAGNETIC RESONANCE IN MEDICINE,Magnetic Resonance in Medicine,0,1,2,0,0,0,0,0
Magnetic Resonance in Solids,Magnetic Resonance in Solids,0,4,2,0,0,2,0,0
Magnetic Resonance Insights,,0,1,1,0,0,0,0,0
MAGNETIC RESONANCE MATERIALS IN PHYSICS BIOLOGY AND MEDICINE,"Magnetic Resonance Materials in Physics, Biology, and Medicine",0,1,3,0,0,2,0,0
Magnetochemistry,,0,2,1,0,0,1,0,0
Magnetohydrodynamics,Magnetohydrodynamics,0,4,0,0,0,2,0,0
Magnificat Cultura i Literatura Medievals,Magnificat Cultura i Literatura Medievals,2,0,0,0,0,0,1,0
MAGYAR ALLATORVOSOK LAPJA,Magyar Allatorvosok Lapja,0,0,0,1,0,0,0,0
MAIA-RIVISTA DI LETTERATURE CLASSICHE,MAIA-Rivista di Letterature Classiche,2,0,0,0,0,0,0,0
MAIN GROUP CHEMISTRY,Main Group Chemistry,0,4,1,0,0,1,0,0
MAIN GROUP METAL CHEMISTRY,Main Group Metal Chemistry,0,4,1,0,0,1,0,0
Majalah Kedokteran Bandung-MKB-Bandung Medical Journal,,0,1,1,0,0,0,0,0
Makara Hubs-Asia,,0,0,0,0,1,0,0,0
Makara Journal of Health Research,,0,1,2,0,0,0,0,0
Makara Journal of Science,,0,5,1,1,1,1,0,0
MALACOLOGIA,,0,0,0,1,0,1,0,0
MALARIA JOURNAL,Malaria Journal,0,0,2,0,0,1,0,0
Malawi Medical Journal,Malawi Medical Journal,0,1,2,0,0,0,0,0
Malaysian Journal of Computer Science,Malaysian Journal of Computer Science,0,2,0,0,0,1,0,0
Malaysian Journal of Economic Studies,Malaysian Journal of Economic Studies,0,0,0,0,3,0,0,0
Malaysian Journal of ELT Research,,0,0,0,0,2,0,0,0
Malaysian Journal of Fundamental and Applied Sciences,,0,4,1,1,1,3,0,0
Malaysian Journal of Learning & Instruction,Malaysian Journal of Learning and Instruction,0,0,0,0,2,0,0,0
Malaysian Journal of Library & Information Science,Malaysian Journal of Library and Information Science,0,0,0,0,2,0,0,0
Malaysian Journal of Mathematical Sciences,Malaysian Journal of Mathematical Sciences,0,0,0,0,0,1,0,0
Malaysian Journal of Medical Sciences,Malaysian Journal of Medical Sciences,0,1,3,0,0,0,0,0
Malaysian Journal of Microbiology,Malaysian Journal of Microbiology,0,0,2,0,0,1,0,0
Malaysian Journal of Pathology,The Malaysian journal of pathology,0,1,2,1,0,1,0,0
Malaysian Journal of Soil Science,Malaysian Journal of Soil Science,0,1,0,1,0,0,0,0
Malaysian Music Journal,Malaysian Music Journal,2,0,0,0,0,0,0,0
Malaysian Orthopaedic Journal,Malaysian Orthopaedic Journal,0,1,1,0,0,0,0,0
Maliye Dergisi,,0,0,0,0,2,0,0,0
Mammal Research,Mammal Research,0,0,0,2,0,1,0,0
MAMMAL REVIEW,Mammal Review,0,0,1,2,0,1,0,0
MAMMAL STUDY,Mammal Study,0,0,0,3,0,1,0,0
MAMMALIA,Mammalia,0,0,0,3,0,1,0,0
MAMMALIAN BIOLOGY,Mammalian Biology,0,0,0,2,0,1,0,0
MAMMALIAN GENOME,Mammalian Genome,0,1,2,2,0,1,0,0
Management,Management (France),0,0,0,0,1,0,0,0
Management & Marketing-Challenges for the Knowledge Society,Management and Marketing,0,0,0,0,1,0,0,0
Management & Organizational History,Management and Organizational History,0,0,0,0,1,0,0,0
Management Accounting Research,Management Accounting Research,0,0,0,0,1,0,0,0
Management and Organization Review,Management and Organization Review,1,0,0,0,2,0,0,0
Management and Production Engineering Review,Management and Production Engineering Review,0,4,0,0,1,0,0,0
Management Communication Quarterly,Management Communication Quarterly,0,0,0,0,2,0,0,0
MANAGEMENT DECISION,Management Decision,0,0,0,0,2,0,0,0
MANAGEMENT INTERNATIONAL REVIEW,Management International Review,0,0,0,0,2,0,0,0
MANAGEMENT LEARNING,Management Learning,0,0,0,0,1,0,0,0
Management of Biological Invasions,Management of Biological Invasions,0,0,0,2,1,1,0,0
Management of Environmental Quality,Management of Environmental Quality,0,2,3,1,3,0,0,0
Management Research and Practice,,0,0,0,0,2,0,0,0
Management Research Review,Management Research Review,0,0,0,0,2,0,0,0
Management Research-The Journal of the Iberoamerican Academy of Management,Management Research,0,0,0,0,1,0,0,0
Management Revue,Management Revue,0,0,0,0,1,0,0,0
MANAGEMENT SCIENCE,Management Science,0,2,0,0,1,0,0,0
Management Systems in Production Engineering,Management Systems in Production Engineering,0,2,0,0,1,0,0,0
Management Theory and Studies for Rural Business and Infrastructure Development,,0,0,0,0,1,0,0,0
Management-Journal of Contemporary Management Issues,Management,0,0,0,0,1,0,0,0
Management-Poland,,0,0,0,0,2,0,0,0
MANAGERIAL AND DECISION ECONOMICS,Managerial and Decision Economics,0,1,0,0,3,0,0,0
Managerial Auditing Journal,Managerial Auditing Journal,0,0,0,0,3,0,0,0
MANAGERIAL FINANCE,Managerial Finance,0,0,0,0,2,0,0,0
Managing Sport and Leisure,Managing Sport and Leisure,0,1,1,0,2,0,0,0
Manajemen Hutan Tropika,,0,0,0,1,0,0,0,0
MANCHESTER SCHOOL,Manchester School,0,0,0,0,3,0,0,0
Mandenkan-Bulletin Semestriel d Etudes Linguistiques Mande,,1,0,0,0,0,0,0,0
Manoa-A Pacific Journal of International Writing,,1,0,0,0,0,0,0,0
MANUELLE MEDIZIN,Manuelle Medizin,0,1,2,0,0,0,0,0
Manuelle Therapie,,0,1,1,0,0,0,0,0
MANUFACTURING ENGINEERING,Manufacturing Engineering,0,5,0,0,0,0,0,0
Manufacturing Review,Manufacturing Review,0,2,0,0,0,0,0,0
Manuscript Studies-A Journal of the Schoenberg Institute for Manuscript Studies,,4,0,0,0,0,0,0,0
MANUSCRIPTA MATHEMATICA,Manuscripta Mathematica,0,0,0,0,0,1,0,0
Manuscrito,Manuscrito,2,0,0,0,0,0,0,0
Manuscrits-Revista d Historia Moderna,,2,0,0,0,0,0,0,0
MAPAN-Journal of Metrology Society of India,Mapan - Journal of Metrology Society of India,0,4,1,0,0,2,0,0
Marg-A Magazine of the Arts,,2,1,0,0,0,0,0,0
Margin-Journal of Applied Economic Research,Margin,0,0,0,0,4,0,0,0
Marine and Coastal Fisheries,Marine and Coastal Fisheries,0,1,0,1,0,1,0,0
MARINE AND FRESHWATER BEHAVIOUR AND PHYSIOLOGY,Marine and Freshwater Behaviour and Physiology,0,2,0,2,0,1,0,0
MARINE AND FRESHWATER RESEARCH,Marine and Freshwater Research,0,2,0,2,0,2,0,0
MARINE AND PETROLEUM GEOLOGY,Marine and Petroleum Geology,0,2,0,0,0,1,0,0
Marine Biodiversity,Marine Biodiversity,0,1,0,2,0,1,0,0
MARINE BIOLOGY,Marine Biology,0,0,0,2,0,1,0,0
Marine Biology Research,Marine Biology Research,0,1,0,2,0,1,0,0
MARINE BIOTECHNOLOGY,Marine Biotechnology,0,1,1,2,0,1,0,0
MARINE CHEMISTRY,Marine Chemistry,0,1,1,1,0,2,0,0
Marine Drugs,Marine Drugs,0,0,1,1,0,1,0,0
MARINE ECOLOGY PROGRESS SERIES,Marine Ecology - Progress Series,0,1,0,1,0,1,0,0
Marine Ecology-An Evolutionary Perspective,Marine Ecology,0,1,0,1,0,2,0,0
MARINE ENVIRONMENTAL RESEARCH,Marine Environmental Research,0,3,1,1,0,3,0,0
Marine Genomics,Marine Genomics,0,1,1,1,0,1,0,0
MARINE GEODESY,Marine Geodesy,0,2,0,0,1,0,0,0
MARINE GEOLOGY,Marine Geology,0,2,0,0,0,1,0,0
MARINE GEOPHYSICAL RESEARCH,Marine Geophysical Researches,0,2,0,0,0,2,0,0
MARINE GEORESOURCES & GEOTECHNOLOGY,Marine Georesources and Geotechnology,0,2,0,0,0,1,0,0
Marine Intellectual Technologies,,0,1,0,0,0,0,0,0
MARINE MAMMAL SCIENCE,Marine Mammal Science,0,0,0,1,0,1,0,0
MARINE MICROPALEONTOLOGY,Marine Micropaleontology,0,1,0,0,0,2,0,0
MARINE POLICY,Marine Policy,0,1,0,0,4,0,0,0
MARINE POLLUTION BULLETIN,Marine Pollution Bulletin,0,2,0,1,0,3,0,0
Marine Resource Economics,Marine Resource Economics,0,2,0,1,3,1,0,0
MARINE STRUCTURES,Marine Structures,0,3,0,0,0,0,0,0
MARINE TECHNOLOGY SOCIETY JOURNAL,Marine Technology Society Journal,0,3,0,0,0,0,0,0
MARINERS MIRROR,Mariner's Mirror,0,1,0,0,0,0,0,0
Maritime Business Review,,0,0,0,0,1,0,0,0
Maritime Economics & Logistics,Maritime Economics and Logistics,0,2,0,0,3,0,0,0
Maritime Policy & Management,Maritime Policy and Management,0,1,0,0,4,0,0,0
Maritime Studies,Maritime Studies,0,2,0,1,3,1,0,0
Mark Twain Annual,Mark Twain Annual,1,0,0,0,0,0,0,0
Market Microstructure and Liquidity,,0,0,0,0,2,0,0,0
Marketing and Management of Innovations,,0,0,0,0,2,0,0,0
Marketing Intelligence & Planning,Marketing Intelligence and Planning,0,0,0,0,1,0,0,0
MARKETING LETTERS,Marketing Letters,0,0,0,0,2,0,0,0
MARKETING SCIENCE,Marketing Science,0,0,0,0,1,0,0,0
Marketing Theory,Marketing Theory,0,0,0,0,1,0,0,0
Market-Trziste,Trziste,0,0,0,0,2,0,0,0
Markov Processes and Related Fields,Markov Processes and Related Fields,0,2,0,0,1,1,0,0
Marmara Geographical Review,,0,1,0,0,1,0,0,0
